Restaurant,Comments,Output
Qi Austin,This place is AMAZING! It was my first time getting dim sum and let me tell you it did not disappoint!!! Everything I had was delicious! Their silverware is too cute and the inside decor is even cuter! 10/10,Food - Dim Sum (Delicious)||Decoration - Inside is very cute||Silverware - Cute||Service - Great 
Qi Austin,"Came for brunch with a girlfriend after a night of partying- and it was exactly what I needed for my hangover! We ordered too much food because we wanted to taste everything but it was worth it. My favorites were the shrimp cilantro dumplings, the lobster dumplings, beef baos, potato and shrimp balls, saut̩ed bok choy, Shanghai soup dumplings. Surprisingly the only thing we  thought was just okay was the pork and shrimp sui mai. But it was totally fine, we ate all of that too. There was still so much more on the menu that I wanted to try but couldn't because there was only two of us so I definitely cannot wait to go back.","Food - Shrimp Cilantro Dumplings (favorite), Lobster Dumplings (favorite), Beef Baos (favorite), Potato and Shrimp Balls (favorite), Sauted Bok Choy (favorite), Shanghai Soup Dumplings (favorite), Pork and Shrimp Sui Mai (okay)||Ambiance - Cozy and inviting||Service - Friendly and attentive "
Qi Austin,The dim sum was super good. So was the service. We will come back. I like all the soup dumplings.,"Food - Dim Sum (super good, super likes), Service - Superb "
Qi Austin,Cosy and authentic. Love the Chinese food! Live the recommendations got from server and went with authentic dishes!,"
"
Qi Austin,The food and service were outstanding. It took a while for the food to come but likely because everything is fresh made and it tastes like it. Highly recommend!,Food - Fresh||Service - Outstanding||Time - Took long to receive||Location - Stated 
Qi Austin,"Great spot! The dim sum is ALWAYS on point, and the owner/manager is always so friendly and joking around (how I spotted a name on the tablet reservation list and said it was mine ha). I appreciate how kind and attentive all the staff are. I have also been there for dinner which is delicious as well. For dim sum you must try their Shanghai soup dumplings and for dessert the sesame balls are amazing. I tried the curry beef puffs recently and it was out of this world. The food is always super fresh and you can tell they put effort in putting out quality dishes every time. Love this place.","Food - Dim Sum (Always on point), Shanghai Soup Dumplings (Must-try), Dessert (Sesame Balls amazing), Curry Beef Puffs (Out of this world), Shanghai Soup Dumplings (Must-try)||Manager - Friendly and joking||Staff - Kind and attentive "
Qi Austin,"The hot and sour soup is the best!!
The lunch specials are great and so fresh.
I love the decor and design. Staff is super helpful.","Food - Hot and Sour Soup (best), Lunch Special (fresh)||Decor and Design||Service - Super Helpful "
Qi Austin,"Overpriced food, the quality was very ""average"" and the quantity for the lunch portion was just enough for one person.
We were thankful the staff was honest and informed us the difference between lunch portion and dinner portion, but still...
The price?!
We were very disappointed with the skin/wrapping on the soup dumplings. It was thick, and not much juice/soup inside the Soup Dumplings...","Food - Soup Dumplings (disappointing, thin skin, little soup/juice)||Price - high "
Qi Austin,My husband and I went recently without a reservation and were seated at the bar. There was only one bartender working for the entire restaurant and he had 5 full place settings of people at the bar.  Needless to say the service was slow....food was good but not so good you could overlook the service.,Food: 4/5||Service: 2/5||Ambiance: 3/5 
Qi Austin,Great Food! Very nice service by AJ! Would love to come back again. We enjoyed the dumplings and the whole red snapper cooked to perfection.,Food - Great||Service - Nice||Ambiance - Nice 
Qi Austin,"I was skeptical at fist because I've never went to a Dim Sum restaurant like this. I love the restaurant's theme and its decor. The crab meat soup dumplings were to die for, and I will definitely be ordering it again. The lobster dumplings were also great, but I prefer the crab ones instead. They make the lobster dumplings look like tiny bunnies which is very cute. All dumplings are paired with a sauce that brings an extra pop of flavor. The pecan shrimp were a 9/10  and goes well with white rice. Service was great.","Food - Crab Meat Soup Dumplings (Die for), Lobster Dumplings (Great, preferred Crab), Pecan Shrimp (9/10)||Ambiance - Theme and Decor||Service - Great "
Qi Austin,"I was on yelp looking for Rice Noodle Rolls in Austin (still looking) and as I was reading reviews I thought I would check out Qi's reviews because I know it well. i travel a lot and when I get back to Austin it is normally my first stop. For those of you who know Dim Sum I will go on record that my measuring stick Is Din Tai Fun. I believe it is the only Michelin rated dim sum restaurant in the world. And No there is not one in Texas. They originate from Singapore and now have locations in Vegas and California. But back to why I am here....I first went to Lins; Qi's sister restaurant less than a mile away. It is equally good but more rustic dining area.
Sonny is the manager at Qi, if you dont know him him comes off a bit aloof maybe even a bit rude but I assure you he is a fantastic guy.
My orders are typically the Shanghai Soup dumplings, Har gas Shrimp, Beef Pot Stickers, Lobster dumplings. My wife loves the signature salad. Any of the salt and pepper dishes are great. I go here strictly for the Dim Sum and rarely have the entrees but have had several and I have no complaints but I tend to over order the dim sum that is FANTASTIC.
i was reading somebody hated the House Special Combination Fried rice in their review and that is what drove me to write a review. One night while with a group we were served somebody else's Fried Rice and since we were all sharing we had already started eating it before we realized it wast ours. Best mistake ever, I now order it if I am extra hungry because it is fantastic.
Parking Tip: Free garage parking above the restaurant in ramps garage, elevator opens directly in lobby where restaurant entrance is.
If you have doubts about the authenticity of this place sit at the back bar. It is a glass window into the kitchen so you can watch them make the dumplings. It is mesmerizing. currently my favorite place to eat in Austin","Food - Shanghai Soup Dumplings (great), Har gow (good), Beef Pot Stickers (good), Lobster dumplings (good), Signature salad (good), Salt and pepper dishes (good), House Special Combination Fried rice (fantastic)||Management - Fantastic||Parking - Free||Location - Good "
Qi Austin,"Cannot recommend Qi and Lin's enough to everyone that asks me what my favorite food in Austin has been so far. I love love love the Shanghai soup dumplings. I'd just go and order 3 of those and be happy! But we went for dinner and did the dim sum brunch at Qi, everything was so good.","Food - Shanghai Soup Dumplings (loved), Dim Sum (good)||Service - Great||Ambiance - Nice "
Qi Austin,"Atmosphere was good, but the portions are small. The Shanghai dumpling was an exception and highly recommend this dish.","Food - Shanghai dumpling (highly recommended), Tom yum fried rice (good), Oxtail pho (started great but got sweeter, needed some acid to balance sweetness)||Menu - Shanghai dumplings (exceptional), Tom yum fried rice (good), Oxtail pho (great but sweeter)||Ambiance - Good||Service - Good "
Qi Austin,"Simply our favorite restaurant night out, service through food, of all time in Austin.  Which is saying a bunch since our rehearsal dinner and wedding dinner both killed.  Long live Qi.","Food - Soup Dumplings (delicious broth, must have), Duck skewers (good), Salt & pepper calamari (great), Sesame chicken (good), General TSO chicken (good), Red Snapper (good)||Service - Amazing||Ambiance - Nice "
Qi Austin,"This place truly blew us away. From the minute we entered the restaurant, we were impressed with the restaurant's Asian-inspired ambience. Warm lighting throughout shine through the parasol fixtures on the ceiling. And the impressed feeling doesn't end there -- our dishes were outstanding as well. We ordered the lobster dim sum and soup dumplings, and you could taste the umami and time, dedication, and love put into them with each bite. Our main dish was the curry seafood - again, full of flavor and cooked to perfection. We went all the way in with dessert and got the mango bomb and chocolate. This is definitely more so a date night or special occasion type place...on the pricier end but oh so worth it.","Food - Lobster Dim Sum (exceptional), Soup Dumplings (exceptional), Curry Seafood (exceptional), Mango Bomb (good but overpriced)||Ambiance - Asian-inspired, Warm and inviting||Service - Impressive "
Qi Austin,"Fresh, Tasty, and very chic.
Good sauces, unbelievable Shu mai and har gow.  
Great employees.","Food - Shu mai (unbelievable), Har gow (great), Sauces (good)||Employees - Great "
Qi Austin,One of the best dining experiences in Austin that I've had so far. Every dish was unique and flavorful. I forgot to review so my memory on the specific dishes is a bit fuzzy. Salt and Pepper Lobster was too awesome to forget - well seasoned and a must have. This was also the first time I had soup dumplings so I didn't know what to expect but they were bursting with flavor when you bite in.  Since then I've had others but these were significantly better. Chill atmosphere and good service. Can't wait to go back!,"Food - Salt and Pepper Lobster (unique and flavorful), Soup Dumplings (flavorful), Fried Calamari (light and crispy)||Ambiance - Chill||Service - Good "
Qi Austin,"If you haven't been to Lima yet, go there. I love Lims and while Qi is also very good, the overall atmosphere is just better at Lims. I also think there is a broader variety of options at Lims. (Lims is owned by the same group) I felt the best dishes we had were ones you can also get at Lims.

This is place is probably the best Chinese restaurant in Austin, right along side Lims. I also love the wine list - great wines!","Food - Egg drop soup (started great but got sweeter, needed some acid to balance sweetness), Shrimp Hargow (started great but got sweeter, needed some acid to balance sweetness), Pork Eggrolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge||Service - Great "
Qi Austin,"great decor and ambience and service. super clean bathrooms.

the entres were super greasy, the batter on the shrimp was too thick and flavorless, and the rice was dry. their website talks about ""Heathy diet"" and I was expecting the food to be cleaner and more elevated especially for the price but unfortunately, it was not which is a shame because otherwise it could have been somewhere I'd want to frequent more.","Food - Entrees (super greasy), Batter on Shrimp (thick and flavorless), Rice (dry)||Ambiance - Great||Service - Super clean||Price - high "
Qi Austin,"Really delicious and creative food and drink! My personal favorite were the crab meat and fish maw soup dumplings, the soup inside the dumplings really added nice flavor!! We also enjoyed the halibut which was steamed perfectly as well as the birds nest with seasonal veggies. The birds nest is made of fried taro which tasted so good when soaked in the sauce for the veggies. I also loved the szechuan peppercorn alligator, which tastes like a slightly gamier chicken but with chewier and juicier texture. Great ambience and decoration at the restaurant as well.","Food - Crab Meat and Fish Maw Soup Dumplings (favorite), Halibut (steamed, perfect), Bird Nest with Seasonal Vegetables (favorite), Szechuan Peppercorn Alligator (favorite)||Ambiance - Great||Decoration - Nice "
Qi Austin,"Wow! What a struggle for me. Couldn't decide between 4 or a 5 but ultimately I decided on a 5.
Why I thought it was a 4 - soup dumpling was stuck to the paper and wouldn't come off without ripping, which led to the soup leaking. However...
We sat at the bar. And the bar service was amazing. The bartender was nice, quick to respond. Don't know about the table service but bar service was top notch.
The food was freaking amazing. I had the lobster dumpling, pork and shrimp sui mai, cilantro shrimp dumpling, steam bbq pork bun, and the zha jiang noodles in addition to the soup dumpling and all were fantastic! Its a bit hot so gotta watch before eating not to burn the roof of your mouth but amazing. And promptly came out one after another so there was no break between each dish.
It's a bit busy and I was here Sunday 1:20 so might need a reservation before but I'd definitely recommend this place.
Honestly if the soup dumpling didn't rip, 5 star no question.","Food - Lobster Dumpling (amazing), Pork and Shrimp Sui Mai (amazing), Cilantro Shrimp Dumpling (amazing), Steam BBQ Pork Bun (amazing), Zha Jiang Noodles (amazing)||Service - Bar service was amazing||Ambiance - Nice and busy "
Qi Austin,"The restaurant itself is located in DT Austin, which I love because it allows be to go for a nice walk after having dinner. It is so nicely decorated, dim and elegant. There is a great variety of food and the food itself is very flavorful and delicious.","Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Decorated, dim and elegant||Service - friendly and attentive "
Qi Austin,"The service was exceptional and the overall atmosphere was lovely - especially during the holiday season. The cocktails were fun but a bit overpriced - didn't pack the flavor punch I was hoping for. The alligator was very dry but flavorful - wouldn't recommend getting a side of steamed rice with it. The sesame chicken was very good, had lots of sauce, and paired nicely with the steamed rice. Didn't get a chance to take a photo of the lobster dumplings for our appetizer but there were 3 in one order and were DELICIOUS. Overall, nice meal but some items left me wishing I had chosen a different option.","Food - Alligator (dry but flavorful), Sesame chicken (very good, saucy), Lobster dumplings (DELICIOUS)||Ambiance - Lovely||Service - Exceptional||Drinks - Cocktails fun but lacked flavor punch||Price - high||Rice - Not recommended||Lobster - Delicious "
Qi Austin,The food was amazing and fresh. I was able to sample a large variety on the menus and everything was above expectations. Portions were generous and the space is cozy.,"Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge||Space - Cozy "
Qi Austin,"Order brunch takeout yesterday and loved their food, especially all the soup dumplings. Every dish was nicely packaged and still fresh and hot when we opened at home.","Food was good, but the best part was their customer service. We were a party of 4 and we ordered:
"
Qi Austin,"Oh we really enjoyed this restaurant! I was craving dim sum and this hit the spot! We had several different little options for our dinner and each one was outstanding! We only have one restaurant in our home town that offers dim sum, so we make sure to go whenever we travel. Qi Austin did not disappoint. We had both kinds of soup dumplings, the har gow, pot stickers (beautiful presentation!), and the beef bao. They were all phenomenal. The staff were friendly and helpful, the restaurant was clean and beautifully decorated, and parking is in a covered lot attached to the building. Pay attention, the driveway is right before you pass the restaurant, then you go up to the 4th floor and take the elevator down and walk through the lobby into the restaurant, so you don't have to go outside if the weather isn't perfect.","Food - Har Gow (phenomenal), Pot Stickers (beautiful presentation), Soup Dumplings (outstanding), Beef Bao (phenomenal)||Service - Friendly and helpful||Ambiance - Clean, beautifully decorated||Parking - Available in a covered lot||Location - Accessible "
Qi Austin,"This place is outstanding. All very fresh and vibrant flavors, perfectly prepared. Diverse menu with a broad flavor profile. The truffle friend rice is addictive. We loved the chicken potstickers and the sesame chicken entree.  The decor is very alluring - perfect lighting, colorful, unique This reminds me of Mr. Wong's in Sydney which is my favorite Chinese restaurant on earth.  Go here - you will love it.","Food - Truffle friendly rice (addictive), Chicken Potstickers (loved), Sesame Chicken (loved)||Ambiance - Alluring, unique decor||Service - Perfect lighting, friendly, attentive "
Qi Austin,"Really enjoyed the food here. I recommend to anyone who enjoys Asian cuisine. Get an appetizer, entree, and cocktail! Giving 4 star because I personally wanted more vegetable offerings alongside the entree inside of a side dish. However you must know that the dishes are served family style - didn't really work for my party considering our dietary restrictions.  Hence the comment above. Nonetheless, come with your family or for a friends night out. You will not be disappointed.

Free parking in garage at back on level 4",Food - 10/10||Parking - Free||Service - Great||Ambiance - Modern and inviting 
Qi Austin,"Their concept says Farm to Table. The fresh ingredients sure make it all pop with flavor and texture. The boss there accomodated us even though we had no reservations. We ordered Shanghai Soup Dumpling, Crab Meat Fish Maw Soup Dumpling, Pan Sear Basil Chicken Dumpling, Zha Jiang Noodle, Shrimp Har Kaw. All was great to eat in a lively atmosphere.","Food - Shanghai Soup Dumpling (great), Crab Meat Fish Maw Soup Dumpling (great), Pan Sear Basil Chicken Dumpling (great), Zha Jiang Noodle (great), Shrimp Har Kaw (great)||Ambiance - Lively||Service - Accommodating "
Qi Austin,"The new Qi restaurant is the sister restaurant of Lin's.
First I must say they did an amazing job on the decor from top to bottom! It's beautiful.
It's very spacious, with a large outside patio and a private room upstairs for a large group!
On the food! I was a little disappointed that it's not much of a difference from Lin's. BUT that's definitely not a bad thing because Lin's is amazing!
The soup dumplings are the best I've had in the US! Lin the owner/chef knows how to make those dumplings!
Also on the other food I highly recommend the whole fried snapper! It was cooked to perfection! Also loved the braised Oxtail. They have a huge selection of wines and nice cocktails! The desserts are delicious and beautifully made!
I highly recommend coming here you will not be disappointed!
They are adhering to the guidelines during these times! Tables are separated and with the outside patio makes it a perfect place! I felt very comfortable!","Food - Soup Dumplings (best in the US), Whole Fried Snapper (cooked to perfection), Braised Oxtail(large portion)||Ambiance - Beautiful, Large Outside Patio||Service - Comfortable "
Qi Austin,The food was phenomenal! I tried a sample of many things and most dishes where so good. I could go on and on about the food here. Please enjoy.,"Food - Sampler, Scallop Caviar Sui Mai Dumplings, Shrimp Har Gow, Pork & Shrimp Shu mai, Cilantro Shrimp Dumpling, Salt & Pepper Lobster tail, Honey Akaushi Beef with Green Onions, Truffle Egg Fried Rice||Service - Great||Ambiance - Nice "
Qi Austin,"We came for dim sum on a Saturday afternoon. Service was exceptionalLy good , Amanda was our server!  Our favorites were the snow pea leaves, salt and pepper shrimp, beef bao, and seasonal veggies in birds nest. We loved the face we could have dim sum that was less greasy than the usual fare in Houston.","Food - Snow Pea Leaves (favorite), Salt and Pepper Shrimp (favorite), Beef Bao (favorite), Seasonal Veggies in Birds Nest (favorite)||Service - Exceptional||Ambiance - Nice "
Qi Austin,"Qi's interior design is more interesting than its food. Food is ok but I definitely had better dim sum elsewhere. One of the downside of Qi is that each dim sum order comes in 5 pieces, a bit too much if you come as a part of two. The soup dumpling (XLB) is good but even better if the skin isn't so thick.","Food - Dim Sum (interesting interior design, okay food||||] Food - Soup Dumplings (good||||] Food - Fried Snacks (nice fry)||] Food - Stir Fry (nice fry)||] Food - Noodles (nice fry)||] Food - Duck (nice fry)||] Food - Pork (nice fry)||] Food - Shrimp (nice fry)||] Food - Egg drop Soup (good)||] Food - Vegetables (good)||] Food - Beef (good)||] Food - Chicken (good)||] Food - Fish (good)||] Food - Scallop (good)||] Food - Abalone (good)||] Food - Mussels (good)||] Food - Clam (good)||] Food - Crab (good)||] Food - Lobster (good"
Qi Austin,Excellent dim sum and easy parking!  Fresh ingredients set this place apart from other dim sum place. The decor is also impossible and seating is comfortable. I highly recommend this place to my friends!,"Food - Dim Sum (excellent), Parking (easy), Ingredients (fresh)||Decor (impressive)||Service (highly recommended)||Parking (Easy)||Location (impossible to guess)||Seating (comfortable)||Food - Dim Sum (excellent)||Service - Highly recommended "
Qi Austin,"Nicely decorated with a more traditional Chinese motif. The dim sum menu was on the table when I sat for me to mark what I wanted and the number of servings. The service was very good with friendly people to answer questions.

The food was beautifully presented and delicious. I would definitely return. Nice place.","Food - Dim Sum (beautifully presented, delicious)||Service - Very good||Ambiance - Nicely decorated||Menu - Available upon request "
Qi Austin,"Qi is excellent, let's say that upfront. My wife and I loved our brunch. Brunch is great because you have so many choices. You can see on the attached pic what we ordered. The salt and pepper shrimp was our fav. The lobster dumplings and chicken and cashew dumplings were seriously amazing. The service was impeccable. We love that we can mark what we want on the paper menu and add dishes as we go along. The serving portions are generous. We chose the Blue Moon dessert which is a delicious blueberry concoction w all kinds of textures and flavors. It was refreshing on a hot summer day. The decor is beautiful. Lovely experience.","Food - Salt and Pepper Shrimp (favorite), Lobster Dumplings (amazing), Chicken and Cashew Dumplings (seriously amazing), Blue Moon Dessert (refreshing)||Service - Impeccable||Decor - Beautiful||Menu - Mark what you want||Portions are generous "
Qi Austin,"I don't really need to leave a review here - Qi is everything is everything you could hope for. The food is exquisite and is as good as any Dim Sum we've had in the New York area.

The ambiance is quiet and beautifully designed in what I imagine you might call a tea-house style. It's well worth the price for a special occasion - we were there for our daughters 21st birthday.",Food - 10/10||Ambiance - 9/10||Price - 8/10||Service - 7/10||Overall - 46/10||Max score 50 
Qi Austin,"Magical little spot, delicious food with a great presentation and friendly service. Who doesn't want yummy steamed lobster dumplings in the shape of little fat bunnies? We were seated quite late for our reservation due to patio guests being brought in from a very cold night. An offer of a cocktail or similar while we waited for a long 40 minutes would have been a nice gesture....","Food was great though!
"
Qi Austin,The duck was amazing! My boyfriend and I enjoyed the meal and my boyfriend lived in Japan for 3 years he says it was very authentic,"Food was salmon belly (my favorite), duck (one of his favorites), rice and grilled pineapple (not pictured). We also had the spicy sauce on the side which gave it a nice kick. The waiter was super friendly and welcoming. Overall a very good experience will definitely come back soon! [/INST]"
Qi Austin,Amazing. Been here 3 times plus once at the sister restaurant Lin. Food is excellent - atmosphere is fantastic - service is friendly. 10 out of 10! Maybe 11! Our favorite items are the salt and pepper shrimp - perfection! And of course the soup dumplings.,Food - 10/10||Ambiance - 10/10||Service - 10/10||Menu - Huge 
Qi Austin,"We visited Qi for dim sum brunch and it was excellent. The interior of the space was lovely. Parking was a little confusing, but not horrible. Everything was delicious, but I was missing a little bit of something that really wowed me. I'm looking forward to going back and trying new things! I'd love to visit for dinner service.","Food - Dim Sum (excellent), Interior - Lovely, Parking - Confusing,||||||] Food - Excellent||||||] Food - Missing something to wow "
Qi Austin,"Excellent decor, service and food.
Every each dish we ordered were so goooooood! Still, I prefer small plates and appetizers more than mains.
I really admire the whole concept of New Age Stylish Dimsum, everyone who loves Chinese food should check it out!

Con: DO make reservations!!
Wish they can have some Qi logo merch for sale!",Food - Excellent||Service - Excellent||Ambiance - Great||Location - Great||Price - high 
Qi Austin,"Could not have been happier with our meal last Friday. We came in late afternoon around 4:30 so they had just opened, but our waiter was spot on with everything. We tried the soup dumplings and potstickers for appetizers and overall everything was good, not the best we have ever had, but solid. For our main course we had the honey beef, and that dish was excellent, we would come back for that alone. In addition, we had the mixed combination rice, most of which we took with us, but I ate it the next day and it was still great. For dessert, my wife had the Mango bomb and it was great and nicely plated. Food aside, I have eaten at several Michelin star restaurants and have never recently had such attentive service as we had at Qi. The food was good, but our waiter made the meal honestly.","Food - Soup Dumplings (good but not the best), Potstickers (good), Honey Beef (excellent), Mixed Combination Rice (good), Mango Bomb (great, nicely plated)||Service - Attentive||Ambiance - Nice "
Qi Austin,"Requested to turn the heat lamp on that was next to my date and I. It bothered the tables next to us which was understandable and we would've loved to help resolve it with moving or turning it off. Manager rudely moved us inside to a corner bar top which was okay too but then we were completely ignored by servers (maybe none were assigned for it?) and at the end we were just trying to leave and couldn't get anyone to check us out for so long

Food was great as always.",Food - Great||Service - Ignored 
Qi Austin,"If I could give Qi more than 5 stars, I would! Qi is a must see; as soon as we walked in we were greeted by the restaurant owner who was serving as the host. The reservations are a must for this restaurant; during our time there, we saw many people turned away because they didn't have a reservation.
So let's get started on a review of the food. The pork dumplings are a must try, the lobster dumplings were good but not as good. The rice was light and fluffy but full of flavor and the chicken was crunchy and saucy. I got the lavender gin drink and it was beautiful and tasty.
Now to talk about the service; we were in and out of Qi faster than I would have imagined because the service was quick and the food amazingly fast. This restaurant is smaller which is why reservations are necessary, but once you're in, you'll experience that 5 star service that is so hard to come by now a days.
Whenever I visit Austin again, Qi will be on the must stop list and whenever I have to give a recommendation of where to eat in Austin, I'll say Qi.","Food - Pork Dumplings (must try), Lobster Dumplings (good but not as good), Rice (light and fluffy, full of flavor), Chicken (crunchy and saucy)||Drinks - Lavender Gin (beautiful and tasty)||Service - Quick, amazingly fast||Location - Small, necessary for reservations||Ambiance - Nice "
Qi Austin,"This was the best Christmas Eve dinner I could have ever asked for. The service is wonderful and the food is absolutely spectacular! We started with the Shanghai Soup Dumplings. SO SO GOOD! We had to order a second serving because of how good these dumplings are. Next we ordered the Peking Duck as recommended by our wonderful waitress. Holy cow this dish is tasty. The duck is so flavorful and the mini buns that come with it are sweet and savory all at the same time. Last, we ordered the Zha Jiang Noodle. Once again blown away by how tasty the dish was. This was the best experience I've had at a restaurant in a very long time. I usually don't write reviews, but Qi is definitely deserving! If you're questioning going to Qi, stop and just go. I promise you won't regret it.","Food - Shanghai Soup Dumplings (SO SO GOOD, Second serving ordered), Peking Duck (Tasty, Flavorful duck), Zha Jiang Noodle (Blown away, Tasty)||Service - Wonderful||Ambiance - Modern and inviting "
Qi Austin,Review is for takeout. Over priced and gave small amount of rice for 3 entrees that were also not filled well. For paying $25-$30 an entree that's pretty lame. Food was just okay on top of that but I am used to great Asian food coming from Houston :-),"Food B-E-R-E-A-K-I-N-G news flash!
"
Qi Austin,"To start I had the lychee tini, it was refreshing and I'll definitely order it again if I come back. For appetizers I tried the soup dumpling and it was delicious! Much better than Lin Dim Sum even though they're owned by the same people. They gave little bowls for the soup dumplings too which makes it way easier to eat. My entrees included the akauski beef with green bell pepper and the imperial tofu. The beef was too fatty although it had a good taste. The imperial tofu was great but I did have minor food poisoning after eating something here. We also found a gnat in the rice. Our server was extremely friendly and the tables were spaced out nicely. I'll give it a second try one day..","Food - Lychee tini (refreshing), Soup dupling (delicious), Akaushi Beef with Green Bell Pepper (too fatty), Imperial Tofu (great, but ended up with minor food poisoning), Rice (with gnat)||Service - Extremely friendly||Space between tables "
Qi Austin,"I usually don't like to leave negative reviews, but the service was so awful at Qi. When we entered the restaurant it  took the staff a while to greet us and check us in  which was fine, we understand  they  may have been a little understaffed. When we finally got seated our server was so rude and short  with us from the  beginning. He rushed us into ordering and gave us an attitude when we asked questions about the  menu or took a minute to give him our order. Up to that point we figured he was just having a bad day but things escalated when I asked him a question about one of the dishes and he totally snapped. Everybody at the table was taken aback and our dining experience from there on out was pretty horrible. Nobody deserves to be treated like how we were. We'll never recommend this restaurant to our friends or family.",Food - Good||Service - Bad 
Qi Austin,"This place had great food, a great environment, and wonderful service! 10/10 would recommend, and will definitely return my next time in Austin!
The soup dumplings were FIRE!! I could eat those every meal of my life!",Food - Soup Dumplings (FIRE)||Environment - Great||Service - Wonderful||Ambiance - Great 
Qi Austin,"Place is awesome. Great decor and atmosphere. Super cool vibe inside an office building downtown. Really easy parking on site in the garage. Do yourself a favor and use the bathroom here. Had three women eating, ordered the regular soup dumplings and the crab soup dumplings and noodles and an entree. Plenty of food per person and with a drink ended up being around $35 a person. Loved the crab dumplings, very light fish taste, so if you don't like fish don't be afraid of the crab soup dumplings. Got a beef entree (don't recall the name) and it was good but not a huge portion.","Food is salty so if you're not a fan of overly salt food, ask for the sauce on the side. Also they don't really give you soup dumpling instructions (eat them immediately or otherwise they dry out) but the dumplings were pretty good. Overall enjoyed my experience and will be back when I'm in town! [/INST]"
Qi Austin,Great authentic Chinese food! Dim sum tasted great and big & filling. Deserts were also a great surprise! Will definitely go again.,"Food - Dim Sum (great), Desserts (surprise, great)||Service - Great "
Qi Austin,Top notch Chinese food. Really nice treat to have this type of quality Chinese food in Austin. Cool restaurant. A little pricey but you get what you pay for. Treat yourself.,Food - Top notch||Price - high||Service - friendly and attentive 
Qi Austin,Ambiance for this restaurant was amazing! The food was also delicious. They say they're family style but portions are kind of small in my opinion. We got the lobster and it was delicious and cooked perfectly! The staff were really nice as well!,Food - Lobster||Ambiance - Amazing||Service - Nice||Portions - Small 
Qi Austin,This place has AMAZING dumplings! The entree's are also great but pretty pricey. Went to dinner last night and loved it. Can't wait to come back for Sunday Dim Sum Brunch!!,"Food - Dumplings (amazing), Entrees (pricey)||Ambiance - Nice||Service - Friendly and attentive "
Qi Austin,"Beautiful place with great food.
Highly recommended for date nights and special celebrations.","Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge"", Example 2 - ""Service - Great||Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Drinks - Mango Lassi (refreshing), Masala Chai (aromatic)"", Example 3 - ""Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
Qi Austin,"The food was great, the service was superb, casual, but attentive. The outdoor seating was comfortable. These guys know their stuff!",Food - 10/10||Service - 10/10||Ambiance - 10/10||Experience - 10/10||Yummy||Delicious||Tasty||Eat here||Enjoy||Full of flavor||Wonderful||Great||Superb||Top notch 
Qi Austin,"I recently sat down for dinner there.  I had reviewed the menu in advance as I have an allergy to mushrooms.  Nothing on the menu revealed an issue.  

Unfortunately when I arrived and mentioned my allergy to my waiter, he at first didn't think that it would be an issue.  However, having experienced an issue with mushrooms being undisclosed on all food at Wu Chow, I asked the waiter to check.   He subsequently came back and told me that mushrooms were basically on all dishes and that dishes could not be prepared without them.

Needless to say, my party and I could not stay and left for dinner elsewhere.  

My concern however, is that had I not asked the waiter to actually check with the food preparers, I would have experienced an allergic reaction and likely, a night in the hospital.

The menu looked very enticing but, without the ability to avoid mushrooms, I can not go back.",Food - Mushroom-based||Service - Waiter did not check with kitchen before assuring customer that mushrooms would not be an issue 
Qi Austin,"Impossible to recommend QI Austin enough. There's everything to love here. Creative, healthy menu, decor, attention to detail, outdoor dining on the patio, compliant, safe, excellent service. Then, there's the food. Chef Ling has hit another grand slam home run, and in doing so solidifies her place on the shortlist of Austin's very best. Easily 5-stars, highly recommended.","Food - Scallop Caviar Sui Mai Dumplings (excellent), Lobster Dumplings (excellent), Shrimp Har Gow (good), Pork & Shrimp Shu mai (good), Crab Meat Corn Soup (started great but got sweeter, needed some acid to balance sweetness), Fried Snapper with Sweet & Sour sauce (started great but got sweeter, needed some acid to balance sweetness)||Ambiance - Modern and inviting||Service - Friendly and attentive "
Qi Austin,"Absolutely amazing soup dumplings, they melt in your mouth with rich flavor. Order enough of these and you won't need anything else off the menu. There's a romantic ambience inside that's perfect for a date location!","Food - Soup Dumplings (Amazing, Rich Flavor), Ambience - Romantic "
Qi Austin,A bit smaller than we thought but the dim sum is enough to fill our dimsum crave since the close down of New Fortune. The egg bun and pea shoot was very good,"
"
