Comments,Output
"Qi Austin is located at the very bottom of what seems to be a corporate office and you can definitely tell that people come here for lunch. I would highly recommend making a reservation because it fills up pretty quickly and that is the first thing they ask when walking in.

The service was pretty good and I was attended to frequently and the servers make sure to take your plate once you finish.

I went during lunch and ordered the

-Shanghai Soup Dumplings - The soup dumplings were very savory especially with the vinegar they provide. It came in 5, and we devoured it almost instantly.
-Shrimp Hargow - The shrimp hargow also came in 5. The quality of ingredients used were extraordinary. Again, it was devoured pretty quickly.
-Lunch Sesame Chicken - The lunch size is relatively small and is the perfect size in my opinion. The outer crust was super crispy paired with the sweet sauce made the dish very good.
-Lunch Akaushi Beef - The sauce is a little bit on the sour side, which didnt sit too well with me. However, the beef and vegetables itself were cooked to perfection and was super savory. I give the beef a 4.9/5.

All in all, I highly recommend Qis. It is on the pricer side for dim sum and their dim sum menu is relatively small, however their lunch specials more than make up for it.","Food - Shanghai Soup Dumplings (very savory, devoured quickly), Shrimp Hargow (extraordinary quality, devoured quickly), Lunch Sesame Chicken (super crispy, very good), Lunch Akaushi Beef (sour sauce, cooked to perfection, savory beef and vegetables)||Location - Bottom of corporate office, busy during lunch||Service - Attentive, frequent||Price - slightly high"
"Need date night ideas...come to Qi Austin!  Our table ordered a multitude of items.  Honestly couldn't tell you the name of some of them, but everything I tried was absolutely delicious! My favorite was the Sugarcane Shrimp, Truffle Fried Rice & Dumplings. I also learned there is a certain way to eat a dumpling.  1st time eating a dumpling. Shame on me. But now I know the proper way and will be back for more. The Zha Jiang Noodle was my least favorite.  It wasn't bad, but I just like noodles that have more sauce. If you come with a larger group it's a fun spot to share a few plates. Although I will say between two people the Half Peking Duck & Zha Jiang Noodle is more than enough. I'll be back for date night!","Food - Sugarcane Shrimp (favorite), Truffle Fried Rice (favorite), Dumplings (absolutely delicious, favorite), Zha Jiang Noodle (Not bad, prefer noodles with more sauce)"
"Qi's is an upscale dim sum and Chinese cuisine restaurant. Not only is the decor beautiful, but the food and service was good as well.

The interior of Qi's is nicely decorated with a mix of modern and traditional.

The service was phenomenal! The servers consistently checked up on us throughout the time and were very attentive, and after being seated, they pass out intricate designed plates and small bowls.

I ordered the Shanghai soup dumplings, shrimp hargow, vegetable steamed dumplings, pan akaushi beef potstickers,  sesame chicken, and the salt and pepper tofu.

Dim Sum:
The Shanghai soup dumplings tasted delicious and creamy with just the right amount of soup and were my favorite.  The shrimp hargow was plump and had a huge shrimp. The pan akaushi came nicely decorated. The steamed vegetable dumplings were my least favorite. They tasted very strong of something earthy and bitter. I do not recommend getting them.

Other Food:
The sesame chicken was good but tasted more generic. The salt and pepper tofu were pretty good, but I wish the outside were more crispy.

Overall, the ambiance is nice, and the food is good with superb service.","Food - Shanghai soup dumplings (delicious and creamy), shrimp hargow (plump with huge shrimp), pan akaushi beef potstickers (nicely decorated), sesame chicken (good but generic), salt and pepper tofu (pretty good, could be crispier)||Ambiance - Beautiful mix of modern and traditional décor||Service - Phenomenal, attentive"
"Me and my boyfriend came here for Friday night for date night and we had an amazing time!! We got the Shanghai soup dumplings, the caviar Shumai, pork belly, bok choy with shiitake mushrooms, and the spicy sesame chicken. We liked everything we got but our favorites were the shumai and the pork belly bc of how flavorful and juicy/tender they were!! They are known for their Shanghai soup dumplings but they were kinda eh to me just bc they tasted kinda frozen. We were so stuffed at the end and it was fun sharing everything family style. For drinks we got the lycheetini, watermelon cooler, and some sake all of them were so delicious! We made a reservation so we were seated right away and the service was really quick!! Overall a really cute and yummy date night spot especially if you like to dress cute would definitely recommend!!","Food - Shanghai soup dumplings (eh, tasted frozen), caviar Shumai (flavorful), pork belly (flavorful, juicy, tender), bok choy with shiitake mushrooms (liked), spicy sesame chicken(liked)||Drinks - Lycheetini (delicious), watermelon cooler (delicious), sake (delicious)||Ambiance - Really cute spot for date night||Service - Quick, efficient"
"came here for dinner on a thursday evening. the service was pretty good, but the food & drinks are even better. ambiance is cool, modern, and not-overtly-trying-too-hard feels. i loved the lychee martini, prickly pear paloma, soup dumplings, potstickers, sesame balls, and the Chinese Fried Chicken - awooga AWOOGA !!!","Drinks - Lychee martini (loved), Prickly pear paloma (loved)||Food - Soup dumplings (loved), Potstickers (loved), Sesame balls (loved), Chinese fried chicken (loved)||Ambiance - Cool, modern, not-overtly-trying-too-hard"
"Amazing dim sum and great service! On the pricier side, but one of the best dim sum places I've been to all year.. Fresh ingredients, a dash of fusion, piping hot when it comes out, with more that I haven't tried yet.

Crab meat fish maw soup couplings - skin is on the thicker side, filling juicy and tender. Only complaint I have was that they didn't give me a soup spoon or extra bowls to eat this without spilling the juice.

Pork and shrimp sui mai - very fresh with good consistency.

Scallop caviar siu mai - amazingly good! 3 for $15 is a bit higher than the 5 for $12 normal siu mai, but flavor, texture (it was all mixed together, and not a normal siu mai with a scallop on top), juiciness exceeded my expectations. This siu mai was one of the best Ive had.

Scallion pancake curry dip - I like the concept and the strong onion flavor in the pancake, but I don't think the concept was executed very well. The pancake is on the smaller size and the curry is more liquid, so dipping it is very light, vs what you might get in a burmese paratha with coconut curry dip.

Crispy chicken turnover - They look like little mice, with the outsides having a mochi consistency and insides being on the salty savory side. Really well done and highly recommended!

Shrimp stuffed chinese eggplant - This was more of a shrimp on top of an eggplant.. Shrimp was very tender with good flavor. I liked the overall consistency of the dish, but would recommend giving it a min to cool down before starting.

Egg custard tart - very well executed with nice flavor, and extra flaky crust. It was more on the yellow side, and I personally would have preferred a little bit of a burn on the top.

The one dish I would not recommend is the stir fried potato glass noodle. For $19 its on the larger side, and its 100% carbs, so good value, but on the drier side and way too much to eat.","Food - Crab meat fish maw soup dumplings (thicker skin, juicy and tender filling), Pork and shrimp sui mai (very fresh, good consistency), Scallop caviar siu mai (amazingly good, exceeded expectations), Scallion pancake curry dip (concept liked, execution lacking), Crispy chicken turnover (well done, highly recommended), Shrimp stuffed Chinese eggplant (shrimp tender, good flavor), Egg custard tart (well executed, nice flavor, extra flaky crust), Stir fried potato glass noodle (on the drier side, too much to eat)||Service - Great||Price - high"
"Dinner in the city with my family...
We came for the dim sum...well no...I came for the dim sum and they came for the noodles.
I wasn't impressed with the food but the ambiance and service was impeccable. Idk...it's kinda hard judging Asian cuisine in the states when you're born and raised in Okinawa, so I don't want to be too picky.. but the main complaint was that all the noodle dishes we ordered was just too greasy. The food was fresh and had good flavors. cool place to catch up with friends for apps n drinks but no more big dinners here for us.

Baby bokchoy - 10
Crispy potstickers - 8
Scallop caviar siumai - 7
XiaoLongBao - 7
Crabsoup dumpling - 7
Shrimp dumpling - 7
Zha jiang noodles - 8","Food - Baby bokchoy (fresh, flavorful), Crispy potstickers (good), Scallop caviar siu mai (good), XiaoLongBao (good), Crabsoup dumpling (good), Shrimp dumpling (good), Zha jiang noodles (too greasy)||Service - Impeccable||Ambiance - Cool"
"I enjoyed some yummy food here!

Steam lobster dumplings- delicious, I'd get this again
Shrimp har gao - average
Basil Chicken dumplings - it was good
Chicken taro egg rolls --this was my favorite!
I didn't care for the passionfruit dessert at all.

I like the more elevated/upscale vibe though it didn't seem too busy on a weekend. The service was okay. Keep in mind, this isn't one of those places with the rolling cart (which I happen to love but that's okay).

Qi has great food and is a good option for grabbing dim sum.","Food - Steam lobster dumplings (delicious, would get again), Shrimp har gao (average), Basil Chicken dumplings (good), Chicken taro egg rolls (favorite), Passionfruit dessert (not good)||Ambiance - Elevated, upscale vibe||Service - Okay"
"For the price I was not wild about it.
We did sit outside which probably put a bigger damper on our evening because it was so freaking hot outside. Please sit inside lol. Service was okay.
We got the soup dumplings 10/10.
Veggie dumplings 3/10.
Lobster dumplings 7/10.
Beef potstickers 10/10.
Pickle platter 8/10.
Combo fried rice 6/10.

For dessert I got the mango bomb which was very pretty. Presentation was amazing. I wasn't too wild about it and my daughter got this berry dream. It was almost like a macaroon with lemon sorbet.

The inside and outside was very clean and trendy. The bathrooms were really nice. I personally wouldn't come back. However I can see this being a cute GNO.","Food - Soup dumplings (10/10), Veggie dumplings (3/10), Lobster dumplings (7/10), Beef potstickers (10/10), Pickle platter (8/10), Combo fried rice (6/10), Mango bomb (presentation amazing, not wild about it), Berry dream (almost like a macaroon with lemon sorbet)||Service - Okay||Ambiance - Clean, trendy"
"Delicious Dim Sum with great attention to detail and an inviting modern setting.

This is a great spot to enjoy dim sum that is mostly authentic, but also very approachable, whether for a date or a party.  The space is well appointed and comfortable -- with staff that are zippy, friendly, and welcoming.

The Dim Sum selection is very good, encompassing a large variety that will satisfy those seeking more authentic items and preparations.  It does not pander to cliches of Western expectations of Chinese food, but highlights Chinese cuisine in a manner that is generally authentic but also approachable with a high regard for detail.  Dim Sum staples are all really well executed -- from Shrimp Har Gow, Pork Shu Mai, to Egg Tarts (too many to name).  The rock stars of various types of buns including the soup dumpling are well executed.  Many typically traditional items such as Pea Shoots for a vegetable entree or Chicken Feet dim sum were cool to see as options.

A lot of what's on offer are interpretations that are up-leveled for concept, which they do very well.  The presentation of many items were very memorable, some admittedly were too aesthetically perfect to eat (specifically an item that was formed into the most adorable mice).  Finally, however, some items that are nice to see on the menu, deviate a bit too much from traditional expectations (specifically the Zar Zhang Noodles).

Overall a standout for Dim Dum and Chinese cuisine in Austin.  Excellent!","Food - Dim Sum (mostly authentic, large variety), Shrimp Har Gow (well-executed), Pork Shu Mai (well-executed), Egg Tarts (well-executed)||Ambiance - Modern, inviting||Service - Zippy, friendly, welcoming"
"Qi is my favorite place to get dim sum, or just fancy Chinese food, in general! Today, I had a big dinner with my mom and ordered:

o. steam lobster dumplings
o. scallop caviar sui mai dumplings
o. shrimp har gaw
o. crab meat corn soup
o. crispy whole fish
o. truffle egg fried rice

Of the three dumplings (and others that I've tried before), our favorite was the shrimp har gaw. Along with that, the crab meat corn soup is something we always order --and one bowl is definitely big enough of an appetizer to share between two people! Crispy whole fish and the truffle egg fried rice were two items that we ordered for the first time today, but both did not disappoint! The fish was lightly fried and covered in delicious sweet sauce, and was definitely big enough for 3+ people. The menu is at market price, and we paid $70, which I found to be pretty reasonable. Although both of us thought that the fish would go well with just a simple, white rice, the truffle egg fried rice was another great menu. It was super flavorful, and paired well with chili oil. They will definitely be a part of our staple items at Qi!","Food - Steam lobster dumplings (good), Scallop caviar sui mai dumplings (good), Shrimp har gaw (favorite), Crab meat corn soup (large portion), Crispy whole fish (lightly fried, delicious sweet sauce, large portion), Truffle egg fried rice (did not disappoint)||Price - Reasonable"
"What I love about this place, not only has a great ambience, cocktails, or solid, and food is flavorful. Please get the lychee martini, and watermelon, tequila cocktail, but replace it with Mezcal, it elevates the cocktail with the smokiness. Trust me.

Whether it's for date night, or a family meal, this place has the right flavors for you. Great appetizers with some soup dumplings, and wide selection of entrÃƒÂ©es (definitely recommend the truffle fried rice). The truffle fried rice is perfectly seasoned, fluffy, flavorful and just melts in your mouth. We came here last minute, sat at the bar and they were able to accommodate us within 15 minutes. Hope to come back to try more dishes.

Giving it four stars as I feel it's slightly overpriced for the taste and flavor.","Food - Soup dumplings (good), Truffle fried rice (perfectly seasoned, fluffy, flavorful)||Ambiance - Great||Drinks - lychee martini (recommended), watermelon tequila cocktail  (recommended)||Service - Accommodating||Price - Slightly high"
"The food here is amazing and well worth the price.

Arrived here on a Friday night at 6 pm. I could have made reservations prior but I didn't know if I would be craving dim sum at the time so decided to wing it.

Well I was, and me and my girlfriend were not disappointed with the food.

The Shanghai sound dumplings arrived with better presentation than I would expect for soup dumplings. The broth was rich and complimented the soft ground pork inside the dumpling.

I decided I was in AUSTIN TX and wanted to try something different, and got the alligator nuggets. It was like chicken but not tiring. Almost as if the fat was embedded into the fibers to keep it from becoming dry. My girlfriend didn't shut up about alligator tasting so good so that's how I knew the food had made the top of the list.

The truffle rice was amazing. I dont usually expect much from rice. It even Had a thinly sliced piece of truffle on top. My mouth watered. I didn't care for the noodles I ordered but what's a meal without noodles?  

I'm glad we took a chance and came here despite almost being turned away from a fully booked restaurant. When we arrived they looked at us crazy for not having reservations. We sat at the countertops watching the cooks make the dumplings. After an hour and ten minutes of eating, the restaurant was still half empty. Maybe confirm your reservations before immediately offering us the counters.  

The inside was nice, hell I even took photos of the bathroom because the toilet seat would automatically open. Last time I saw these was at a Japanese Hyatt regency.","Food - Shanghai soup dumplings (rich broth, soft ground pork), Alligator nuggets (like chicken but not tiring), Truffle rice (amazing, thinly sliced truffle), Noodles (not impressive)||Ambiance - Nice interior, interesting bathroom||Service - Confusion over reservations, Counter seating offered||Price - Worth it"
"Such an amazing meal, I can't wait to come back  

We got the Shanghai Soup Dumplings, Salt and Pepper Lobster Tail, Truffle Egg Fried Rice, and Akaushi Beef Potstickers and I'd HIGHLY recommend all of them!

It looked like a lot of people around us also ordered the Cantonese Fried Whole Fish, which I would love to try during my next visit!","Food - Shanghai Soup Dumplings (amazing), Salt and Pepper Lobster Tail (excellent), Truffle Egg Fried Rice (delicious), Akaushi Beef Potstickers (highly recommended), Cantonese Fried Whole Fish (popular)"
"Amazing service and even more amazing food! There was a large group of us so we reserved the private room upstairs which was perfect, especially if the drinks start flowing. We tried many dishes but my favorites were the Oxtail and the whole steamed fish. I highly recommend Qi! I will be back.

There is a parking garage in the building which was very convenient.","Food - Oxtail (amazing), whole steamed fish (excellent)||Service - Amazing||Parking - Convenient garage in building"
"If you want upscale Asian food, this is the spot. All the dishes I ordered here were delicious, and after finishing each dish, I wanted more. The dim sum selections were fantastic and all super tasty. I enjoyed the pan-fried dumplings, which came with an extra crispy bit on the bottom, which was perfect. Their Peking duck was also quite delicious; however, each order only came with 3 bao which is not enough for all the duck! The desserts had their unique twist and were a great way to close out an amazing dinner.

Undoubtedly, this is on the expensive side of Asian food, and the portions are on the small side. However, I do highly recommend Qi, and I will be here again for amazing dim sum!","Food - Dim Sum (Fantastic, super tasty), Pan-fried dumplings (Extra crispy bottom, perfect), Peking duck (Delicious, small portions), Desserts (Unique twist)||Price - Expensive with small portions"
"Upscale dim-sum restaurant in the heart of downtown Austin, enjoyed dinner here on a weeknight and it was pretty good -- got the vegetables in taro bird nest and was impressed with the assortment of veggies and freshness. The tea and drinks are delicious too, but the dessert takes the prize! Really decadent with interesting flavors and so instagrammable, would go here just for drinks and dessert! Food did take a bit to arrive but the wait staff was very friendly, warm and quick to service our table throughout the night. Worth checking out for the vibe!","Food - Vegetables in taro bird nest (impressive assortment, freshness), Dessert (decadent, interesting flavors, instagrammable)||Drinks - delicious||Service - Friendly, warm, quick||Ambiance - Upscale dim-sum vibe"
"Beautiful restaurant. Sat at the bar. The bartender was very helpful and honest. They helped me pick what to eat and what drinks to get. The staff checks on you and gives you instructions on how to get the full experience of what you eat and drink. The portions are good as well. I had the Shanghai Soup Dumplings and the Honey Akaushi Beef with Jasmine Rice. For drinks, I had the Tingling Electric Daisy and the Tokyo Pear. The Tingling Electric Daisy is such a cool experience that leaves your tongue tingling (hence the name). I loved everything. Will definitely come back in the future.","Food - Shanghai Soup Dumplings (good), Honey Akaushi Beef with Jasmine Rice (good)||Service - Helpful, honest, checks on customers, provides instructions||Drinks - Tingling Electric Daisy (cool experience, leaves tongue tingling), Tokyo Pear (loved)||Ambiance - Beautiful"
"Great food, very nice ambiance and attentive staff.   Great place for celebrating special occasions.",Food - Great||Ambiance - nice||Service - attentive
"For what it is, I think Qi is a decent Chinese restaurant in downtown Austin, and people should give it a try. Although not as good as other Asian restaurants in other states, they do have some unique and bold way of delivering their dim sum dishes.

The interior of the restaurant is beautiful: full of decor, especially the framed art! Did I forget to mention their bathroom has an automatic closing and opening lid? Lol I've digressed.

I would 100% recommend their hargow (shrimp dumplings). The texture is right for the flour, and the shrimp is nice and crunchy! The sticky rice is also good, and I've never seen it in a braided banana leaf like that. It's a little impractical and over the top, but at least it was aesthetically pleasing! The Peking duck is decent and affordable, and would give it a try if you've never had crispy duck skin before.

I would not recommend the xiaolongbao (soup dumplings). The dumpling was very mushy, and the filling was too sweet for my liking. I also did not like the egg bun. It was over cooked, and lacked the runny egg custard.","Food - Hargow (crunchy texture), Sticky rice (good), Peking duck (decent, affordable), Xiaolongbao (mushy, too sweet), Egg bun (overcooked, lacked runny egg custard)||Ambiance - Beautiful, full of decor, framed art"
"This is the 3rd location we've been to of the Lin Asian restaurants and all of them have been very delicious. The dim sum soup dumplings are out of this world! For entrees, we had the salmon, pork belly, beef and truffle rice. The standout of the night was the salmon, but they were all tasty! I did not particularly enjoy the desserts. We had the green tea mouse and ice cream with a biscuit shell. They were just ok, I've had much better at other Asian restaurants. The service was great and the restaurant is very upscale.","Food - Dim sum soup dumplings (out of this world), Salmon (standout), Pork belly (tasty), Beef and truffle rice (tasty), Green tea mousse and ice cream with a biscuit shell (just ok)||Service - Great||Ambiance - Upscale"
"After 6 or more visits and ordering most of the menu, I can say that this place never disappoints!

Service - Kris & Alex are our go to servers and they are friendly, knowledgeable about the menu and competent servers.

Food- The menu is not as large as a casual dining Chinese restaurant (and this is upscale) but it has just about every protein normally found that you could want: beef, chicken, pork, duck, alligator and fish....tofu also. We've had most of the menu and it is all fantastic!
They also have an exceptionally good wine selection.

Our favorites is the pork soup dumplings. Served in all of Lin's restaurants and not to be missed.

The ambiance is warm, slightly dim and well appointed. There really isn't anything to not like about this place! It is definitely a favorite of ours!","Food - Pork soup dumplings (fantastic)||Service - Friendly, knowledgeable||Ambiance - Warm, well-appointed||Drinks - Good Wine selection"
"I can't believe I have not left a key review before now! this place is fantastic! First of all, they have a great list of dim sum that is offered all of the time. They are probably best known for their Shanghai soup dumplings and I concur! Although, everything we have tried on the dim sum menu has been noteworthy. The weekend dim sum brunch menu is off the charts!!

The entrÃƒÂ©e menu, is not excessively long like many Asian restaurants, yet has every kind of protein that you can want, as well as some vegetarian options. Duck, pork, lobster, crab, shrimp, Akaushi beef, chicken, fish....see my point?!

Dessert is also incredible and dessert is not my thing. Too many to list but there is something that will grab you.

Oh, I almost forgot one of the best parts! They usually have a featured bottle of wine, that is a really good bottle, for up to 50% off on occasion. Last week, it was just 30% off but it was absolutely worth it. They have my favorite wine list of all Asian restaurants in Austin.

AND they have free parking in the attached garage! In downtown Austin! What??!!

If you enjoy Asian food of the Chinese variety, you must try this place!","Food - Shanghai soup dumplings (fantastic), dim sum menu (noteworthy), weekend dim sum brunch (off the charts), entrée menu (has every kind of protein, some vegetarian options), dessert (incredible)||Drinks - featured bottle of wine (really good, up to 50% off), wine list (favorite of all Asian restaurants)||Parking - Free in attached garage"
"I came here mostly for the dining experience and to bond with friends. It's situated in a nice spot on West 6th, and the free garage parking is a HUGE perk being in that area. No need to circle the blocks 20x looking for street parking!

The food is pretty decent & flavorful, however, as a Chinese person who tends to frequent dim sum restaurants in Chinatown Houston when craving such, I knew the restaurant was catering to a specific crowd when setting it's price point/serving portions.

Our server, the cocktails, and the ambience were great though! But I probably would not come here if I was straight up craving dim sum, and only dim sum, when I could find it for the fraction of a price at a hole-in-the-wall (authentic) spot somewhere.",Food - Decent & flavorful||Location - nice||Parking - free||Ambiance - Great||Service - great||Price - high
"On a quick trip to Austin, this place was lively on a Sunday night. For a group of 3 at 7:30pm, we were sat immediately at a table outside under some fan/misting.

Food was delicious:
- the Shanghai soup dumplings were hot and unique in that the filling was soft and homogenous rather than a lump of meat sitting in a pool of liquid
- Zha Jiang noodles were a touch spicy that made it flavorful and tasty
- Honey Akaushi Beef was delicious with great soft texture and crunchy fresh onions in a sweet glaze
- Baby Bok Choi was fresh and crunchy with yummy shiitake mushrooms and came beautifully presented

The ambiance was classy with thoughtful touches and nods to Asian culture around. The outdoor patio was on a relatively busy street, but didn't diminish the ambiance much.

Service was prompt and friendly, and food came out quickly!

Our only gripe was the price tag. While the food was delicious, we weren't sure that the few pieces of beef garnered a $29 tag, nor the XLB/soup dumplings $3 each. Understandably, it's presenting itself as finer dining in an expensive-to-rent area, so we definitely think it's worth trying if you're willing to splurge!","Food - Shanghai soup dumplings (hot and unique, filling was soft ad homogeneous), Zha Jiang noodles (spicy, flavorful and tasty), Honey Akaushi Beef (delicious, soft texture), and fresh Baby Bok Choi (fresh and crunchy, beautifully presented)||Ambiance - Classy with thoughtful Asian cultural touches||Service - Friendly and prompt||Price - high"
"Incredible experience. Hands down best Shanghai Soup Dumplings I've ever had. Everything about their flavor and texture and broth was addictive. I'd love to try the crabmeat ones as well next time. We also had the pan fried beef bao, which had an amazingly soft bun with a light and perfect crisp to the outside. We ordered the crispy pecan shrimp entre, which was also delicious, although I wish we'd had more people to split it with since it was gluttonous to eat so much sweet fried stuff. We finished off with the chocolate filled bao, which was tasty although next time I'll use my stomach space on more soup dumplings

Our waiter was super friendly and welcoming, and the overall atmosphere was great. Can't wait to come back for more dumplings and try new things on the menu!","Food - Shanghai Soup Dumplings(addictive flavor, texture and broth), Pan Fried Beef Bao(amazingly soft bun, light and perfect crisp to the outside), Crispy Pecan Shrimp (delicious but gluttonous), Chocolate Filled Bao (tasty)||Service - Super friendly and welcoming||Ambiance - Great"
Super yummy and great service.  Make sure you get a reservation becuase they are always packed.  It's a super fun place with great food and a wonderful atomosphere.   The whole fish is one of the best asian entrees I'v ever had.,Food - Whole fish (best)||Service - great||Ambiance - great
"I didn't realize how fancy this place would be until I walked in. The waiter was super nice and the decor was fun. We ordered a few dim sum items and then the crispy seafood noodle dish. Everything was delicious! Then we asked for a recommendation for dessert and he said the matcha dessert was a top contender. It was perfect end to our meal, not too sweet and not too much. Will definitely come back when I'm in town!","Food - Dim Sum (Delicious), Crispy seafood noodle dish (Delicious), matcha dessert (not too sweet, not too much)||Service - Super nice waiter||Ambiance - fun"
"By no means is a three-star review a negative. If someone wanted to come eat here, I wouldn't deter them. It's just that Qi is not for me. Qi fills a specific niche (elevated Asian-inspired) which I don't often crave.

Overall, the food here was fine but I probably wouldn't choose to come back since parking isn't ""easy"" and the meal wasn't really worth the price (to me). On the plus side, the ambiance was great, drink options were unique, and the menu offered some fun and diverse options. I'm glad to see them have success but it's just not for me. I'll stick to enjoying their dim sum items at Lin since the best part of their dinner menu was the XLB.",Food - Fine||Ambiance - Great||Drinks - unique||Menu - diverse and fun||Parking - Not easy||Price - high
"The inside of the restaurant is very trendy and aesthetically pleasing. Parking is relatively easy, there is a parking garage behind the restaurant.

Food was okay not the best I've had. The soup dumpling was dry and meat was crumbly. The lobster was over cooked and chewy. Overall the food is salty.

I personally would not come back. The food is expensive and not good.","Food - Soup dupling (dry and crumbly), Lobster (overcooked and chewy)||Ambiance - trendy and aesthetically pleasing||Parking - Easy||Price - high"
"What a treat- dim sum for Sunday brunch and a large selection. Just go, start marking the menu and-- don't miss the salt and pepper shrimp.
A very nice but comfortable place, friendly and attentive staff with food that hits the mark eacn time
Reservation are suggested","Food - Dim sum (treat), salt and pepper shrimp (recommended)||Ambiance - Comfortable||Service - friendly and attentive"
"Yummy food, great service. Did a lunch menu, a tasting menu, and a couple of menu dishes. Only two of us. So full, but couldn't stop eating. The dessert was quite surprising! The food there is really authentic and the price is reasonable.

The place itself is clean and cozy with a good amount of seating. This is a must-try if you are seeking delicious Asian cuisine.","Food - Yummy, authentic||Price - reasonable||Ambiance - Clean and cozy"
This place was amazing!!! The food is incredible and extremely flavorful. I took my family here while they were in town visiting. We were able to get a walk in but it was very busy so I would highly recommend making a reservation if possible. They are famous for their soup dumplings and they were so good we ordered a second round of them. Our server was fabulous and knowledgeable to give delicious recommendations. I certainly will be coming back soon!,Food - Soup Dumplings (good)||Service - Fabulous and knowledgeable
"I've been eyeing Qi for quite some time now, and finally had the opportunity to celebrate my one year anniversary with my husband on 10/16/22.

Ambience - Great atmosphere with Asian decor, and wine cellars throughout the restaurant.  The restaurant is on the smaller side, however they also have outdoor seating too.  Nonetheless, it's the perfect place for date night, girls night out, dinner with family, etc.

Service - As soon as we entered the restaurant we were greeted and seated immediately which was great!  I didn't get the name of our waitress, but she was great to work with and super friendly. She made a few recommendations on the food, suggested a red blend wine which we loved and gave us complimentary dessert for our anniversary as well.  She also checked up on us frequently which I really appreciated.

Food - everything we ordered was fantastic!  We ordered:

Crab Meat Fish Soup Dumplings
Lobster Dumplings
Truffle Egg Fried Rice
Shrimp Stuffed Eggplant
Shrimp Har Kaw
Pork & Shrimp Shu mai
Cilantro Shrimp Dumpling
Fried Snapper with Sweet & Sour sauce

I also wanted to note their 3 dipping sauces for the dim sum, their chili sauce was my favorite!  It has a bit of sweetness to it which I loved!

Pricing - A bit on the higher end, but for the quality of the food, it's well worth paying.  

Parking - Free garage parking.  Just be on the lookout for signage as some of the spots are reserved

Qi Austin is definitely 5 stars for me.  Looking forward to my next visit.","Ambiance - Great atmosphere||Service - super friendly||Food - Crab Meat Fish Soup Dumplings (fantastic), Lobster Dumplings (fantastic), Truffle Egg Fried Rice (fantastic), Shrimp Stuffed Eggplant (fantastic), Shrimp Har Kaw (fantastic), Pork & Shrimp Shu mai (fantastic), Cilantro Shrimp Dumpling (fantastic), Fried Snapper with Sweet & Sour sauce (fantastic)||Price - high||Parking - Free"
"I recently had the opportunity to dine at Qi, and it turned out to be a pleasant culinary experience. While it might not have been a mind-blowing revelation, there were certainly aspects of the meal that left a positive impression.

Qi's ambiance is comfortable and inviting. The restaurant's interior is tastefully decorated with subtle Chinese motifs, creating a relaxed and cozy atmosphere. It's an ideal spot for a casual dinner with friends or family.

Now, onto the food. Qi offers a broad range of classic Chinese dishes, and the menu has something to suit various tastes. The highlights for me included the General Tso's Chicken, which had a nice balance of sweet and savory flavors, and the vegetable dumplings, which were delightfully fresh and accompanied by a tasty dipping sauce. The hot and sour soup was another winner, with a satisfying blend of tanginess and spiciness.","Ambiance - Comfortable and inviting, tastefully decorated interior||Food - General Tso's Chicken (nice balance of sweet and savory flavors), Vegetable Dumplings (fresh with tasty dipping sauce), Hot and Sour Soup (satisfying blend of tanginess and spiciness)"
"Great ambiance and nice murals. Food is just average, a little overpriced. Our servers were pretty attentive. My favorite dish was the hot & sour soup. And my least favorite one was the truffle egg fried rice - very plain, would not recommend. I tried to be a little adventurous and ordered the crocodile but it was a little disappointing. Overall a restaurant with good vibe and 7/10 Chinese food.","Ambiance - Great, nice murals||Food - Hot & Sour Soup (favorite), Truffle Egg Fried Rice (very plain, would not recommend), Crocodile (disappointing)||Price - high||Service - attentive"
"Found out about this place from a story on someone's IG. Thought the food presentation and decor looked really good, but that's all it is. Looks. Service wasn't the best. Our server wasn't personable, he actually seemed miserable being there. He took long and didn't really talk unless he had to.

Food presentation was nice and it sounded good on the menu.  Lobster dumpling, scallop caviar siu mai, it sounds good right? No, it wasn't good. It was terrible! I felt so bad because it was my idea to go there and the food is kind of pricey. I couldn't finish the food, I didn't enjoy it at all. The only food I decently liked was the egg drop soup and fried rice. But how can you mess those two foods up. I guess it's a place to try if you want to see the pretty decor and take some foodie pics, but that's it. I have no interest coming back.","Ambiance - Good decort||Food - Lobster Dumpling (terrible), Scallop Caviar Siu Mai (terrible), Egg Drop Soup (decent), Fried Rice (decent)||Service - not personable, is miserable, didn't talk"
